"shapeid","x","y","gml_id","changeType","startDate","lastUpdate","entryDate","uprn","logicalSta","blpuState","blpuStateD","rpc","localCusto","country","addressbas","postcodeLo","multiOccCo","deliveryPo","delivery_1","delivery_2","udprn","buildingNu","thoroughfa","postTown","postcode","postcodeTy","delivery_3","processDat","landProper","landProp_1","landProp_2","lpiKey","landProp_3","paoStartNu","usrn","usrnMatchI","officialFl","applicatio","applicat_1","applicat_2","xRefKey","crossRefer","version","source","classifica","classifi_1","classifi_2","classKey","classifi_3","classSchem","schemeVers","buildingNa","paoStartSu","parentUPRN","subBuildin","saoText","saoStartNu","paoText","organisati","organisa_1","organisa_2","orgKey","organisa_3","endDate","landProp_4","applicat_3","classifi_4","organisa_4","dependentT","paoEndNumb","saoStartSu","dependentL","paoEndSuff","organisa_5","department","doubleDepe","saoEndNumb","poBoxNumbe"
"0","293269.8596662218","92198.9126248929","uk.addressbase.uprn.10024657966","I","2011-09-16","2016-02-10","2011-09-01","10024657966.0","1","NULL","NULL","1","7655","E","N","EX2 4NT","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159149)","(1:1)","NULL","(1:14200881)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2008-01-30,2005-09-15,2006-03-18)","(4:7655X134331555,7655X700394859,7655X600394859,7655X900394859)","(4:E05003504,osgb1000002062423601,osgb4000000025295479,...)","(3:3,3,17)","(4:7666OW,7666MT,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000394859)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1","293434.25695893634","93676.2421715493","uk.addressbase.uprn.10024657967","I","2011-09-16","2016-02-10","2010-04-25","10024657967.0","1","NULL","NULL","1","7655","E","N","EX4 7AR","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159150)","(1:1)","NULL","(1:14202538)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2006-03-18,2008-02-26,2016-02-07,2010-02-18)","(4:7655X900394860,7655X700394860,7655X134331556,7655X600394860)","(4:osgb5000000000053801,osgb1000012345741,E05003500,osgb4000000025424913)","(3:14,5,6)","(4:7666MA,7666MT,7666OW,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655C000394860)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 3M FROM 89 PRIORY ROAD. 2M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2","293186.4524274926","94173.46282813165","uk.addressbase.uprn.10024657972","I","2011-09-16","2016-02-10","2008-12-18","10024657972.0","1","NULL","NULL","1","7655","E","N","EX4 5EN","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655L101159155)","(1:1)","NULL","(1:14202105)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2008-11-09,2003-03-30,2006-03-18)","(4:7655X134331561,7655X600394865,7655X700394865,7655X900394865)","(4:E05003498,osgb4000000025321456,osgb1000002062474130,...)","(3:5,2,10)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000394865)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"3","291883.04276501905","90894.58846612615","uk.addressbase.uprn.10024657975","I","2011-09-16","2016-02-10","2009-06-11","10024657975.0","1","NULL","NULL","1","7655","E","N","EX2 8QP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2014-05-12)","(1:7655L101159158)","(1:1)","NULL","(1:14200160)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2014-04-03,2006-03-18,2016-02-07,2014-04-03)","(4:7655X600394868,7655X900394868,7655X134331564,7655X700394868)","(4:osgb4000000025305686,osgb5000000000053810,E05003491,...)","(3:4,12,1)","(4:7666MI,7666MA,7666OW,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-06-11)","(1:7655C000394868)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"4","291486.73594144365","90971.89174104671","uk.addressbase.uprn.10024657976","I","2011-09-16","2016-02-10","2007-11-22","10024657976.0","1","NULL","NULL","1","7655","E","N","EX2 9LD","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159159)","(1:1)","NULL","(1:14200065)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2006-03-17,2005-09-16)","(4:7655X134331565,7655X900394869,7655X700394869,7655X600394869)","(4:E05003491,osgb5000000000053812,osgb1000000347963163,...)","(3:8,3,3)","(4:7666OW,7666MA,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000394869)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 6M FROM 12 BEAWORTHY CLOSE. ON BEAWORTHY CLOSE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"5","291181.73190111096","90872.79423988427","uk.addressbase.uprn.10024657977","I","2011-09-16","2016-02-10","2011-09-01","10024657977.0","1","NULL","NULL","1","7655","E","N","EX2 9JR","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159160)","(1:1)","NULL","(1:14200215)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2015-07-16,2006-03-18,2016-02-07,2015-07-16)","(4:7655X600394870,7655X900394870,7655X134331566,7655X700394870)","(4:osgb4000000025335302,osgb5000000000053814,E05003491,...)","(3:4,11,3)","(4:7666MI,7666MA,7666OW,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000394870)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"6","291995.9403248899","91892.29968283916","uk.addressbase.uprn.10024657979","I","2011-09-16","2016-02-10","2008-12-18","10024657979.0","1","NULL","NULL","1","7655","E","N","EX2 8DN","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159162)","(1:1)","NULL","(1:14200239)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2015-07-23,2016-02-07,2008-01-30,2006-03-18)","(4:7655X600396762,7655X134331568,7655X700396762,7655X900396762)","(4:osgb5000005157730294,E05003491,osgb1000000347978383,...)","(3:1,3,15)","(4:7666MI,7666OW,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000396762)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"7","291813.93854768947","91793.60470061816","uk.addressbase.uprn.10024657980","I","2011-09-16","2016-02-10","2011-09-01","10024657980.0","1","NULL","NULL","1","7655","E","N","EX2 8PP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159163)","(1:1)","NULL","(1:14200428)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2010-02-18,2015-07-23)","(4:7655X900396763,7655X134331569,7655X600396763,7655X700396763)","(4:osgb5000000000053821,E05003491,osgb4000000025424922,...)","(3:15,6,1)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000396763)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 7M FROM 68 ISCA ROAD. 3M FROM UNNAMED ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"8","291927.4401626947","91397.5922528003","uk.addressbase.uprn.10024657984","I","2011-09-16","2016-02-10","2011-09-01","10024657984.0","1","NULL","NULL","1","7655","E","N","EX2 8EG","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101159167)","(1:1)","NULL","(1:14200833)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2006-03-09,2006-03-17)","(4:7655X900396767,7655X134331571,7655X600396767,7655X700396767)","(4:osgb5000000000053833,E05003491,osgb4000000025306033,...)","(3:12,7,3)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000396767)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"9","290059.4193568535","93573.45623917272","uk.addressbase.uprn.10024658055","I","2011-09-16","2016-02-10","2008-12-18","10024658055.0","1","NULL","NULL","1","7655","E","N","EX4 2QN","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655L101159238)","(1:1)","NULL","(1:14202826)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-01-25,2006-03-18,2005-11-19)","(4:7655X134331635,7655X600396838,7655X900396838,7655X700396838)","(4:E05003494,osgb4000000025424902,osgb5000000000057606,...)","(3:1,11,4)","(4:7666OW,7666MI,7666MA,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000396838)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 9M FROM 28 MEDLEY COURT. 8M FROM MEDLEY COURT)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"10","291797.43587123515","92969.33683795828","uk.addressbase.uprn.10024659050","I","2011-09-16","2016-02-10","2010-09-29","10024659050.0","1","NULL","NULL","1","7655","E","N","EX4 3SJ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655L101160654)","(1:1)","NULL","(1:14200684)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-02-17,2016-02-07,2014-05-05,2006-03-18)","(4:7655X700380822,7655X134336547,7655X600380822,7655X900380822)","(4:osgb1000002062007962,E05003502,osgb4000000025306012,...)","(3:4,8,15)","(4:7666MT,7666OW,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655C000380822)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION AT 1 JUBILEE COURT QUEEN STREET.)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"11","291834.2416924861","92131.21346373574","uk.addressbase.uprn.10024659053","I","2011-09-16","2016-02-10","2008-12-18","10024659053.0","1","NULL","NULL","1","7655","E","N","EX2 4EB","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655L101160657)","(1:1)","NULL","(1:14200198)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2008-07-04,2016-02-07,2006-03-18,2008-03-02)","(4:7655X600380825,7655X134336550,7655X900380825,7655X700380825)","(4:osgb4000000025439575,E05003502,osgb5000000000053861,...)","(3:2,15,8)","(4:7666MI,7666OW,7666MA,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000380825)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION AT 46A SERGE COURT COMMERCIAL ROAD.)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"12","291121.13226228295","92450.92385323322","uk.addressbase.uprn.10024659055","I","2011-09-16","2016-02-10","2010-09-29","10024659055.0","1","NULL","NULL","1","7655","E","N","EX4 1EQ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655L101160659)","(1:1)","NULL","(1:14200913)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2005-09-16,2006-03-15,2006-03-18)","(4:7655X134336552,7655X600380827,7655X700380827,7655X900380827)","(4:E05003494,osgb4000000025320930,osgb1000012292706,osgb5000000000053866)","(3:3,5,9)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655C000380827)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"13","291204.9285723965","92344.01896745645","uk.addressbase.uprn.10024659057","I","2011-09-16","2016-02-10","2007-11-22","10024659057.0","1","NULL","NULL","1","7655","E","N","EX4 1DH","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101160661)","(1:1)","NULL","(1:14200306)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2005-09-16,2006-03-15,2006-03-18)","(4:7655X134336554,7655X600380829,7655X700380829,7655X900380829)","(4:E05003506,osgb4000000025384260,osgb1000012293307,osgb5000000000053868)","(3:4,4,7)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000380829)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"14","291964.9400231535","93982.05850258077","uk.addressbase.uprn.10024659061","I","2011-09-16","2016-02-10","2011-07-29","10024659061.0","1","NULL","NULL","1","7655","E","N","EX4 4PX","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101160665)","(1:1)","NULL","(1:14200804)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2014-12-11,2015-08-12)","(4:7655X134336556,7655X900380833,7655X600380833,7655X700380833)","(4:E05003493,osgb5000000000053872,osgb5000005138103766,...)","(3:19,1,1)","(4:7666OW,7666MA,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-07-29)","(1:7655C000380833)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"15","292906.8540162011","92527.6130530111","uk.addressbase.uprn.10024659070","I","2011-09-16","2016-02-10","2009-05-13","10024659070.0","1","NULL","NULL","1","7655","E","N","EX1 1TQ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2009-05-13)","(1:7655L101160674)","(1:1)","NULL","(1:14200693)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2008-03-17,2009-03-25,2006-03-18)","(4:7655X134336563,7655X700380842,7655X600380842,7655X900380842)","(4:E05003497,osgb1000002062221277,osgb4000000025306060,...)","(3:3,5,11)","(4:7666OW,7666MT,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-05-13)","(1:7655C000380842)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 12M FROM 1 COLLEGE ROAD. 4M FROM RALEIGH ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"16","292746.5502940803","92590.71986939793","uk.addressbase.uprn.10024659071","I","2011-09-16","2016-02-10","2008-12-18","10024659071.0","1","NULL","NULL","1","7655","E","N","EX1 1SJ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655L101160675)","(1:1)","NULL","(1:14200052)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2001-11-11,2016-02-07,2008-11-07,2006-03-18)","(4:7655X700380843,7655X134336564,7655X600380843,7655X900380843)","(4:osgb1000012316884,E05003497,osgb4000000025306067,osgb5000000000054495)","(3:2,6,12)","(4:7666MT,7666OW,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000380843)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"17","292548.2485025098","92745.82071843193","uk.addressbase.uprn.10024659073","I","2011-09-16","2016-02-10","2009-12-06","10024659073.0","1","NULL","NULL","1","7655","E","N","EX1 2JZ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2014-09-12)","(1:7655L101160677)","(1:1)","NULL","(1:14200914)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2001-11-11,2016-02-07,2006-03-18,2005-09-15)","(4:7655X700380845,7655X134336566,7655X900380845,7655X600380845)","(4:osgb1000012317625,E05003502,osgb5000000000054497,osgb4000000025306103)","(3:2,14,4)","(4:7666MT,7666OW,7666MA,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-12-06)","(1:7655C000380845)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"18","292922.55167920137","92361.40860550792","uk.addressbase.uprn.10024659075","I","2011-09-16","2016-02-10","2011-09-01","10024659075.0","1","NULL","NULL","1","7655","E","N","EX2 4TE","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101160679)","(1:1)","NULL","(1:14200251)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2005-11-27,2007-02-17)","(4:7655X134336568,7655X900380847,7655X700380847,7655X600380847)","(4:E05003504,osgb5000000000054504,osgb1000002062236239,...)","(3:22,3,5)","(4:7666OW,7666MA,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000380847)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"19","292848.75506581465","92153.91304946729","uk.addressbase.uprn.10024659076","I","2011-09-16","2016-02-10","2008-04-21","10024659076.0","1","NULL","NULL","1","7655","E","N","EX2 4LG","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655L101160680)","(1:1)","NULL","(1:14202276)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2006-02-05,2005-11-27)","(4:7655X900380848,7655X134336569,7655X600380848,7655X700380848)","(4:osgb5000000000054505,E05003504,osgb4000000025384154,...)","(3:8,4,3)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655C000380848)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"20","292497.95137722715","92186.41290608954","uk.addressbase.uprn.10024659077","I","2011-09-16","2016-02-10","2010-11-02","10024659077.0","1","NULL","NULL","1","7655","E","N","EX2 4HJ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-11-02)","(1:7655L101160681)","(1:1)","NULL","(1:14200295)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2015-11-24,2009-11-26,2016-02-07,2006-03-18)","(4:7655X700380849,7655X600380849,7655X134336570,7655X900380849)","(4:osgb1000002062236446,osgb4000000025306053,E05003504,...)","(3:12,8,16)","(4:7666MT,7666MI,7666OW,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-11-02)","(1:7655C000380849)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"21","292979.25532776146","92003.90796765868","uk.addressbase.uprn.10024659078","I","2011-09-16","2016-02-10","2011-07-29","10024659078.0","1","NULL","NULL","1","7655","E","N","EX2 4PD","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-07-29)","(1:7655L101160682)","(1:1)","NULL","(1:14200938)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2005-11-27,2006-03-18,2016-02-07,2007-08-01)","(4:7655X700380850,7655X900380850,7655X134336571,7655X600380850)","(4:osgb1000002062236530,osgb5000000000054509,E05003504,...)","(3:3,17,5)","(4:7666MT,7666MA,7666OW,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-07-29)","(1:7655C000380850)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
