"shapeid","x","y","gml_id","changeType","startDate","lastUpdate","entryDate","uprn","logicalSta","blpuState","blpuStateD","rpc","localCusto","country","addressbas","postcodeLo","multiOccCo","deliveryPo","delivery_1","delivery_2","udprn","buildingNu","thoroughfa","postTown","postcode","postcodeTy","delivery_3","processDat","landProper","landProp_1","landProp_2","lpiKey","landProp_3","paoStartNu","usrn","usrnMatchI","officialFl","applicatio","applicat_1","applicat_2","xRefKey","crossRefer","version","source","classifica","classifi_1","classifi_2","classKey","classifi_3","classSchem","schemeVers","buildingNa","paoStartSu","parentUPRN","subBuildin","saoText","saoStartNu","paoText","organisati","organisa_1","organisa_2","orgKey","organisa_3","endDate","landProp_4","applicat_3","classifi_4","organisa_4","dependentT","paoEndNumb","saoStartSu","dependentL","paoEndSuff","organisa_5","department","doubleDepe","saoEndNumb","poBoxNumbe"
"22","292012.8379219945","92157.70570945743","uk.addressbase.uprn.10024659080","I","2011-09-16","2016-02-10","2010-09-29","10024659080.0","1","NULL","NULL","1","7655","E","N","EX1 1DX","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655L101160684)","(1:1)","NULL","(1:14201932)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2008-01-30,2006-03-18,2005-09-16)","(4:7655X134336573,7655X700380852,7655X900380852,7655X600380852)","(4:E05003502,osgb1000002062243685,osgb5000000000054512,...)","(3:5,16,3)","(4:7666OW,7666MT,7666MA,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-09-29)","(1:7655C000380852)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"23","291871.6395417378","92404.41524854404","uk.addressbase.uprn.10024659166","I","2011-09-16","2016-02-10","2011-09-01","10024659166.0","1","NULL","NULL","1","7655","E","N","EX1 1DT","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101160770)","(1:1)","NULL","(1:14200762)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2008-02-01,2006-03-18,2016-02-07,2009-11-26)","(4:7655X700382829,7655X900382829,7655X134337345,7655X600382829)","(4:osgb1000002070618804,osgb5000000000057681,E05003502,...)","(3:4,18,5)","(4:7666MT,7666MA,7666OW,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000382829)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"24","292486.849221838","93885.45101064621","uk.addressbase.uprn.10024660157","I","2011-09-16","2016-02-10","2009-12-06","10024660157.0","1","NULL","NULL","1","7655","E","N","EX4 6TP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2009-12-06)","(1:7655L101162227)","(1:1)","NULL","(1:14200784)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2005-09-16,2006-03-18,2001-11-11,2016-02-07)","(4:7655X600398940,7655X900398940,7655X700398940,7655X134342376)","(4:osgb4000000025321285,osgb5000000000054521,osgb1000012322427,E05003493)","(3:5,18,2)","(4:7666MI,7666MA,7666MT,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-12-06)","(1:7655C000398940)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"25","292725.9523891503","93269.63578214165","uk.addressbase.uprn.10024660159","I","2011-09-16","2016-02-10","2011-07-29","10024660159.0","1","NULL","NULL","1","7655","E","N","EX4 6PH","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-07-29)","(1:7655L101162229)","(1:1)","NULL","(1:14200914)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2010-08-02,2015-11-22)","(4:7655X900398942,7655X134342378,7655X600398942,7655X700398942)","(4:osgb5000000000054525,E05003503,osgb4000000025321261,...)","(3:15,10,6)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-07-29)","(1:7655C000398942)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION AT RICHER SOUNDS, 89-91 SIDWELL STREET.)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"26","292357.9440925888","93347.14267260698","uk.addressbase.uprn.10024660162","I","2011-09-16","2016-02-10","2009-12-06","10024660162.0","1","NULL","NULL","1","7655","E","N","EX4 6BP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-11-19)","(1:7655L101162232)","(1:1)","NULL","(1:14200851)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2006-02-17,2008-11-07,2016-02-07,2006-03-18)","(4:7655X700398945,7655X600398945,7655X134342380,7655X900398945)","(4:osgb1000012324516,osgb4000000025321296,E05003503,osgb5000000000054531)","(3:4,5,16)","(4:7666MT,7666MI,7666OW,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-12-06)","(1:7655C000398945)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"27","292282.0466674945","93010.73568255044","uk.addressbase.uprn.10024660164","I","2011-09-16","2016-02-10","2011-09-01","10024660164.0","1","NULL","NULL","1","7655","E","N","EX4 6AB","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101162234)","(1:1)","NULL","(1:14200493)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2009-11-28,2006-02-17)","(4:7655X900398947,7655X134342382,7655X600398947,7655X700398947)","(4:osgb5000000000054534,E05003503,osgb4000000025321221,osgb1000012323985)","(3:43,5,4)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000398947)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"28","292215.44029211777","93301.13887184125","uk.addressbase.uprn.10024660165","I","2011-09-16","2016-02-10","2008-12-18","10024660165.0","1","NULL","NULL","1","7655","E","N","EX4 4UZ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655L101162235)","(1:1)","NULL","(1:14200418)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2008-03-02,2005-09-16,2006-03-18,2016-02-07)","(4:7655X700398948,7655X600398948,7655X900398948,7655X134342383)","(4:osgb1000012324363,osgb4000000025336212,osgb5000000000054535,E05003503)","(3:5,4,12)","(4:7666MT,7666MI,7666MA,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000398948)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 13M FROM 1 HORSEGUARDS. 6M FROM HOWELL ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"29","292839.7546577661","94833.68371888931","uk.addressbase.uprn.10024660166","I","2011-09-16","2016-02-10","2007-11-22","10024660166.0","1","NULL","NULL","1","7655","E","N","EX4 5DD","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101162236)","(1:1)","NULL","(1:14200755)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2005-09-15,2005-11-15,2006-03-18)","(4:7655X134342384,7655X600398949,7655X700398949,7655X900398949)","(4:E05003498,osgb4000000025295524,osgb1000002062278490,...)","(3:3,3,6)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000398949)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"30","292942.5514445602","94528.37299485836","uk.addressbase.uprn.10024660167","I","2011-09-16","2016-02-10","2007-11-22","10024660167.0","1","NULL","NULL","1","7655","E","N","EX4 5DJ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101162237)","(1:1)","NULL","(1:14200028)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2006-03-18,2005-11-15,2005-09-16)","(4:7655X134342385,7655X900398950,7655X700398950,7655X600398950)","(4:E05003498,osgb5000000000054538,osgb1000012325519,osgb4000000025306224)","(3:6,4,3)","(4:7666OW,7666MA,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000398950)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"31","292608.3521290385","94647.47643788287","uk.addressbase.uprn.10024660168","I","2011-09-16","2016-02-10","2008-04-21","10024660168.0","1","NULL","NULL","1","7655","E","N","EX4 5EP","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101162238)","(1:1)","NULL","(1:14201311)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2008-02-26,2015-08-12)","(4:7655X900398951,7655X134342386,7655X700398951,7655X600398951)","(4:osgb5000000000054539,E05003493,osgb1000042780942,osgb5000005159195735)","(3:10,5,1)","(4:7666MA,7666OW,7666MT,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655C000398951)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"32","294100.0805657167","90155.48899744218","uk.addressbase.uprn.10024660188","I","2011-09-16","2016-02-10","2011-09-01","10024660188.0","1","NULL","NULL","1","7655","E","N","EX2 6LF","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101162258)","(1:1)","NULL","(1:14200285)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2005-09-16,2006-03-18,2015-12-03)","(4:7655X134342404,7655X600398971,7655X900398971,7655X700398971)","(4:E05003501,osgb4000000025305704,osgb5000000000055201,...)","(3:4,12,4)","(4:7666OW,7666MI,7666MA,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000398971)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"33","294788.1807464182","92973.23133667078","uk.addressbase.uprn.10024660189","I","2011-09-16","2016-02-10","2007-11-22","10024660189.0","1","NULL","NULL","1","7655","E","N","EX1 3LE","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655L101162259)","(1:1)","NULL","(1:14202447)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2003-03-30,2016-02-07,2005-09-17,2006-03-18)","(4:7655X700398972,7655X134342405,7655X600398972,7655X900398972)","(4:osgb1000002062553347,E05003508,osgb4000000025346361,...)","(3:2,4,7)","(4:7666MT,7666OW,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2007-11-22)","(1:7655C000398972)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 6M FROM 80 VAUGHAN ROAD. ON BODLEY CLOSE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"34","294935.09618684766","90761.28154060242","uk.addressbase.uprn.10024660228","I","2011-09-16","2016-02-10","2011-07-29","10024660228.0","1","NULL","NULL","1","7655","E","N","EX2 5WS","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2014-10-20)","(1:7655L101162298)","(1:1)","NULL","(1:14201125)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2009-04-26,2005-11-16,2006-03-18)","(4:7655X134342442,7655X600399011,7655X700399011,7655X900399011)","(4:E05003507,osgb4000000025451408,osgb1000042548938,osgb5000000000057087)","(3:2,5,13)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-07-29)","(1:7655C000399011)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"35","293702.2700118093","90927.58966375914","uk.addressbase.uprn.10024661234","I","2011-09-16","2016-02-10","2008-04-21","10024661234.0","1","NULL","NULL","1","7655","E","N","EX2 6DX","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655L101163794)","(1:1)","NULL","(1:14200362)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2005-10-24,2016-02-07,2005-09-16,2006-03-18)","(4:7655X700383006,7655X134347437,7655X600383006,7655X900383006)","(4:osgb1000012337949,E05003501,osgb4000000025305714,osgb5000000000053929)","(3:3,4,8)","(4:7666MT,7666OW,7666MI,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655C000383006)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 6M FROM 1 BRIAR CRESCENT. ON HAMILTON AVENUE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"36","293952.6783010834","90385.38709330832","uk.addressbase.uprn.10024661236","I","2011-09-16","2016-02-10","2010-04-25","10024661236.0","1","NULL","NULL","1","7655","E","N","EX2 6LH","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2013-11-25)","(1:7655L101163796)","(1:1)","NULL","(1:14202792)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-10,2016-02-07)","(4:2005-11-16,2006-03-18,2005-09-16,2016-02-07)","(4:7655X700383008,7655X900383008,7655X600383008,7655X134347438)","(4:osgb1000012338268,osgb5000000000053934,osgb4000000025320472,E05003501)","(3:5,12,5)","(4:7666MT,7666MA,7666MI,7666OW)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655C000383008)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"37","293538.6656945009","91719.30464182058","uk.addressbase.uprn.10024661237","I","2011-09-16","2016-02-10","2008-04-21","10024661237.0","1","NULL","NULL","1","7655","E","N","EX2 5AE","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655L101163797)","(1:1)","NULL","(1:14200249)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2015-07-23,2008-01-30,2006-03-18)","(4:7655X134347439,7655X600383009,7655X700383009,7655X900383009)","(4:E05003501,osgb5000005157840277,osgb1000002062383048,...)","(3:1,3,13)","(4:7666OW,7666MI,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-04-21)","(1:7655C000383009)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"38","293366.3614668422","91843.00621740689","uk.addressbase.uprn.10024661239","I","2011-09-16","2016-02-10","2011-09-01","10024661239.0","1","NULL","NULL","1","7655","E","N","EX2 4UG","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101163799)","(1:1)","NULL","(1:14200938)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2015-11-24,2006-03-18,2016-02-07,2008-11-09)","(4:7655X700383011,7655X900383011,7655X134347440,7655X600383011)","(4:osgb5000005167742415,osgb5000000000053939,E05003504,...)","(3:1,17,8)","(4:7666MT,7666MA,7666OW,7666MI)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000383011)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"39","293011.4604684007","91178.09837928155","uk.addressbase.uprn.10024661240","I","2011-09-16","2016-02-10","2008-03-06","10024661240.0","1","NULL","NULL","1","7655","E","N","EX2 4SR","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-03-06)","(1:7655L101163800)","(1:1)","NULL","(1:14200457)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2005-09-16,2016-02-07,2006-03-18,2008-01-30)","(4:7655X600383012,7655X134347441,7655X900383012,7655X700383012)","(4:osgb4000000025305691,E05003504,osgb5000000000053943,...)","(3:6,9,4)","(4:7666MI,7666OW,7666MA,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-03-06)","(1:7655C000383012)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"40","293452.56667486095","91041.09460472487","uk.addressbase.uprn.10024661241","I","2011-09-16","2016-02-10","2010-04-25","10024661241.0","1","NULL","NULL","1","7655","E","N","EX2 6AL","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655L101163801)","(1:1)","NULL","(1:14200301)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2006-01-25,2006-03-18,2016-02-07,2008-01-30)","(4:7655X600383013,7655X900383013,7655X134347442,7655X700383013)","(4:osgb4000000025320499,osgb5000000000053944,E05003501,...)","(3:4,17,4)","(4:7666MI,7666MA,7666OW,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655C000383013)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"41","293329.4560835762","92777.22380406683","uk.addressbase.uprn.10024661243","I","2011-09-16","2016-02-10","2008-12-18","10024661243.0","1","NULL","NULL","1","7655","E","N","EX1 2ED","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655L101163803)","(1:1)","NULL","(1:14200657)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2011-11-01,2016-02-07,2008-02-26,2006-03-18)","(4:7655X600383015,7655X134347444,7655X700383015,7655X900383015)","(4:osgb5000005100830267,E05003497,osgb1000002062412748,...)","(3:1,3,11)","(4:7666MI,7666OW,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000383015)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATION 18M FROM 1 REGENTS PARK. 9M FROM POLSLOE ROAD)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
