"shapeid","x","y"
"72.0","291791.0","91049.0"
"72.0","291787.42958958045","91128.97719339823"
"72.1","291741.08408694057","91178.61892232517"
"72.1","291686.0","91178.0"
"72.1","291638.0","91158.0"
"72.1","291586.0","91155.0"
"72.1","291571.32929366047","91153.77738799057"
"73.0","291571.32929366047","91153.77738799057"
"73.0","291562.997","91153.083"
"74.0","291797.081","90689.985"
"74.0","292005.6022061022","90749.24384596043"
"75.0","292005.6022061022","90749.24384596043"
"75.0","292120.545","90781.909"
"75.0","292127.35329","90783.73221"
"76.0","294713.7094276445","90336.94834250078"
"76.0","294752.0","90303.0"
"77.0","294392.0","90307.0"
"77.0","294551.5141687241","90472.89473547309"
"77.1","294602.63769728865","90459.60308526266"
"77.1","294638.0","90423.0"
"77.1","294655.0","90389.0"
"77.1","294713.7094276445","90336.94834250078"
"78.0","294551.5141687241","90472.89473547309"
"78.0","294567.0","90489.0"
"78.0","294581.0","90482.0"
"78.0","294602.63769728865","90459.60308526266"
"79.0","294003.50184699165","90608.61180742981"
"79.0","294031.0","90580.0"
"79.0","294157.0","90484.0"
"80.0","293870.997","90746.483"
"80.0","293902.13492","90714.08402"
"80.0","293929.63243","90685.47288"
"80.0","294003.50184699165","90608.61180742981"
"81.0","292287.77925839135","90938.00555148833"
"81.0","292320.0","90839.0"
"82.0","292149.0","91139.0"
"82.0","292160.644","91135.271"
"82.0","292217.88188416255","91065.46454176807"
"83.0","292217.88188416255","91065.46454176807"
"83.0","292265.0","91008.0"
"83.0","292287.77925839135","90938.00555148833"
"84.0","294114.58933420276","92868.61829382891"
"84.0","294194.32493675186","92832.09136975612"
"85.0","294418.941346779","92742.29803023033"
"85.0","294443.0","92733.0"
"86.0","294194.32493675186","92832.09136975612"
"86.0","294236.0","92813.0"
"86.0","294379.287040412","92757.62336602435"
"87.0","294057.0","92895.0"
"87.0","294114.58933420276","92868.61829382891"
"88.0","294379.287040412","92757.62336602435"
"88.0","294418.941346779","92742.29803023033"
"89.0","294560.0","93593.0"
"89.0","294750.916545507","93610.16103779837"
"90.0","294750.916545507","93610.16103779837"
"90.0","294827.0","93617.0"
"91.0","294989.9848017191","90439.04227284947"
"91.0","294980.40037","90423.02873"
"91.0","294894.0","90336.0"
"92.0","294989.9848017191","90883.20145809728"
"92.0","294941.63423018565","90824.21376082649"
"93.0","294877.7619442581","90674.3822211144"
"93.0","294946.855","90617.482"
"93.0","294961.095","90587.815"
"94.0","294941.63423018565","90824.21376082649"
"94.0","294939.0","90821.0"
"94.0","294913.84","90751.875"
"94.0","294900.575","90708.46"
"94.0","294876.248","90675.629"
"94.0","294877.7619442581","90674.3822211144"
"95.0","290163.0","90690.0"
"95.0","290183.07104","90686.12264"
"95.0","290185.51012","90685.65145"
"95.0","290251.0","90673.0"
"95.0","290382.0","90637.0"
"96.0","290740.2754610391","90427.5568699132"
"96.0","290748.0","90417.0"
"96.0","290765.0","90380.0"
"96.0","290774.0","90336.0"
"97.0","290616.3847225813","90532.22007657973"
"97.0","290673.0","90500.0"
"97.0","290718.0","90458.0"
"97.0","290740.2754610391","90427.5568699132"
"98.0","290382.0","90637.0"
"98.0","290548.2241868369","90570.70821120196"
"99.0","290548.2241868369","90570.70821120196"
"99.0","290550.0","90570.0"
"99.0","290616.3847225813","90532.22007657973"
"100.0","291132.0","90626.0"
"100.0","291100.0","90642.0"
"100.0","291007.0","90671.0"
"100.0","290954.1369944958","90684.12937391606"
"101.0","290954.1369944958","90684.12937391606"
"101.0","290854.0","90709.0"
"101.0","290740.13072027534","90754.09832983786"
"102.0","290740.13072027534","90754.09832983786"
"102.0","290721.73","90761.386"
"103.0","291262.78304531303","90299.37796298857"
"103.0","291223.0","90277.0"
"103.0","291139.0","90253.0"
"104.0","291364.0901882077","90385.29826650753"
"104.0","291342.67017","90363.10403"
"104.0","291337.62083","90357.87218"
"104.0","291337.5685","90357.81796"
"104.0","291303.0","90322.0"
"104.0","291262.78304531303","90299.37796298857"
"105.0","291430.0","90466.0"
"105.0","291386.0","90408.0"
"105.0","291364.0901882077","90385.29826650753"
"106.0","290766.58685509674","90426.5023327753"
"106.0","290767.0","90417.0"
"106.0","290789.0","90368.0"
"106.0","290790.553","90347.718"
"106.0","290774.0","90336.0"
"107.0","291132.0","90626.0"
"107.0","291094.0","90615.0"
"107.0","291050.0","90613.0"
"107.0","291031.0","90604.0"
"107.0","291015.0","90585.0"
"107.0","291008.0","90548.0"
"107.0","290971.0","90500.0"
"107.0","290958.74627","90488.94175"
"107.0","290958.36757","90488.6"
"107.0","290956.37741","90486.80401"
"107.0","290953.10381","90483.84978"
"107.0","290889.0","90426.0"
"107.0","290874.65","90430.238"
"107.0","290809.0","90478.0"
"107.0","290800.0","90479.0"
"107.0","290785.0","90463.0"
"107.0","290779.09547","90456.11138"
"107.0","290773.0","90449.0"
"107.0","290766.0","90440.0"
"107.0","290766.58685509674","90426.5023327753"
"108.0","291075.0","93554.0"
"108.0","291064.0","93539.0"
"108.0","291045.0","93469.0"
"108.0","291031.9006192362","93396.51675977393"
"109.0","291055.6162625724","93243.56204993713"
"109.0","291064.0","93224.0"
"110.0","291031.9006192362","93396.51675977393"
"110.0","291030.0","93386.0"
"110.0","291035.45598","93308.83687"
"110.0","291035.93929","93302.00147"
"110.0","291037.0","93287.0"
"110.0","291044.85172","93268.67931"
"110.0","291047.44286","93262.63333"
"110.0","291050.23529","93256.11765"
"110.0","291055.6162625724","93243.56204993713"
"111.0","291958.0","91574.0"
"111.0","291958.0","91533.72610294912"
"112.0","291974.0625506392","91337.60058678524"
"112.0","291976.50207","91333.60126"
"112.0","291982.061","91324.488"
"113.0","291958.0","91455.10074939397"
"113.0","291958.0","91452.0"
"113.0","291941.30918","91412.54898"
"113.0","291939.8359","91409.06667"
"113.0","291936.0","91400.0"
"113.0","291946.52885","91382.7391"
"113.0","291947.07118","91381.85"
"113.0","291947.4","91381.31094"
"113.0","291974.0625506392","91337.60058678524"
"114.0","291958.0","91533.72610294912"
"114.0","291958.0","91455.10074939397"
"115.0","292001.8054988273","91560.28312662983"
"115.0","291958.0","91574.0"
"116.0","292162.5116748377","91480.99825343533"
"116.0","292151.23416221776","91489.78807944791"
"117.0","292261.0","91380.0"
"117.0","292201.0","91451.0"
"117.0","292162.5116748377","91480.99825343533"
"118.0","292151.23416221776","91489.78807944791"
"118.0","292133.0","91504.0"
"118.0","292057.0","91543.0"
"118.0","292001.8054988273","91560.28312662983"
"119.0","290194.0","90848.0"
"119.0","290111.0","90863.0"
"119.0","290021.7176661502","90886.5530083162"
"120.0","290021.7176661502","90683.89049367137"
"120.0","290163.0","90690.0"
"121.0","290554.4556918939","90802.3726839483"
"121.0","290548.0","90805.0"
"121.0","290407.721","90811.0"
"122.0","290721.73","90761.386"
"122.0","290634.0","90770.0"
"122.0","290605.55339536065","90781.5771031703"
"123.0","290605.55339536065","90781.5771031703"
"123.0","290597.67241","90784.78448"
"123.0","290594.83202","90785.94046"
"123.0","290554.4556918939","90802.3726839483"
"124.0","290763.9969004835","90772.92126475328"
"124.0","290775.0","90774.0"
"124.0","290783.22580003145","90788.086838864"
"124.1","290810.31705782266","90809.45334903584"
"124.1","290864.0","90779.0"
"124.1","290883.0","90783.0"
"124.1","290941.0","90856.0"
"124.1","291009.0","90925.0"
"125.0","290721.73","90761.386"
"125.0","290724.0","90769.0"
"125.0","290763.9969004835","90772.92126475328"
"125.1","290783.22580003145","90788.086838864"
"125.1","290799.339","90815.681"
"125.1","290810.31705782266","90809.45334903584"
"126.0","292791.0","93159.0"
"126.0","292786.9255156839","93135.99114739137"
"127.0","292774.83848209353","93067.7349577048"
"127.0","292774.0","93063.0"
"127.0","292759.0","93027.0"
"127.0","292729.0","92982.0"
"128.0","292786.9255156839","93135.99114739137"
"128.0","292774.83848209353","93067.7349577048"
"129.0","291994.107","93473.803"
"129.0","292046.0","93388.0"
"129.0","292050.3513153839","93375.50391479499"
"130.0","292050.3513153839","93375.50391479499"
"130.0","292085.0","93276.0"
"131.0","291551.0","93340.0"
"131.0","291551.0","93367.0"
"131.0","291564.0","93378.0"
"131.0","291686.1637515575","93375.49407689113"
"132.0","291686.1637515575","93375.49407689113"
"132.0","291759.0","93374.0"
"132.0","291764.913","93339.707"
"133.0","293162.0225589065","92858.42989189597"
"133.0","293199.0","92830.0"
"134.0","293000.65098473465","92982.49949414872"
"134.0","293162.0225589065","92858.42989189597"
"135.0","292949.0","93032.0"
"135.0","293000.0","92983.0"
"135.0","293000.65098473465","92982.49949414872"
"136.0","292853.0","91890.0"
"136.0","292952.0","91780.0"
"136.0","293015.0","91726.0"
"136.0","293021.0","91709.63"
"137.0","292673.0","94450.0"
"137.0","292836.77259600855","94454.460732187"
"138.0","292836.77259600855","94454.460732187"
"138.0","292930.0","94457.0"
"138.0","292957.0","94465.0"
"139.0","292678.98621524783","94008.24312368712"
"139.0","292675.0","94009.0"
"140.0","292814.6902435366","94001.86725379177"
"140.0","292754.0","93994.0"
"140.0","292678.98621524783","94008.24312368712"
"141.0","292916.0","94015.0"
"141.0","292814.6902435366","94001.86725379177"
"142.0","292822.06825013726","93934.37740133386"
"142.0","292690.0","93917.0"
"143.0","292916.0","94015.0"
"143.0","292930.0","93969.0"
"143.0","292918.0","93947.0"
"143.0","292822.06825013726","93934.37740133386"
"144.0","294044.4574906063","94349.58393248051"
"144.0","294024.0","94377.0"
"144.0","294022.0","94403.0"
"144.0","294038.768","94429.025"
"145.0","294110.283","94261.368"
"145.0","294044.4574906063","94349.58393248051"
"146.0","292777.7431275787","94594.35412345278"
"146.0","292855.0","94548.0"
"146.0","292933.0","94488.0"
"147.0","292705.0","94638.0"
"147.0","292777.7431275787","94594.35412345278"
"148.0","292970.750770996","94655.07558413305"
"148.0","293000.0","94636.0"
"148.0","293020.0","94613.0"
"148.0","293034.0","94581.0"
"148.0","293043.0","94516.0"
"148.0","293067.0","94489.0"
"148.0","293072.0","94463.0"
"149.0","292927.2515217824","94693.18255420713"
"149.0","292931.0","94681.0"
"149.0","292970.750770996","94655.07558413305"
"150.0","292911.0","94746.0"
"150.0","292927.2515217824","94693.18255420713"
"151.0","293467.35124465084","94576.25784260519"
"151.0","293475.0","94563.0"
"151.0","293462.0","94549.0"
"151.0","293418.135","94533.194"
"152.0","293456.0","94888.0"
"152.0","293409.0","94704.0"
"152.0","293430.0","94641.0"
"152.0","293467.35124465084","94576.25784260519"
"153.0","294132.0","92401.0"
"153.0","294159.0","92420.0"
"153.0","294225.9698662589","92434.51013768943"
"154.0","294225.9698662589","92434.51013768943"
"154.0","294279.0","92446.0"
"154.0","294360.0","92480.0"
"155.0","294736.53878181544","92453.57848644673"
"155.0","294738.60000000003","92469.2"
"155.0","294664.029","92536.288"
"155.0","294696.709","92577.092"
"156.0","294719.724","92326.143"
"156.0","294736.53878181544","92453.57848644673"
"157.0","294905.6823383737","92260.54877297387"
"157.0","294852.049","92238.115"
"157.0","294806.0","92219.0"
"158.0","294989.9848017191","92295.81083909122"
"158.0","294905.6823383737","92260.54877297387"
"159.0","293733.26142743364","91795.34627518804"
"159.0","293858.58","91798.129"
"160.0","293560.15","91817.661"
"160.0","293583.33","91808.026"
"160.0","293701.86","91794.649"
"160.0","293733.26142743364","91795.34627518804"
"161.0","293276.26097781665","92313.09551830482"
"161.0","293281.0","92416.0"
"162.0","293253.0","92184.0"
"162.0","293274.0","92264.0"
"162.0","293276.26097781665","92313.09551830482"
"163.0","293588.78587676305","92126.55642874261"
"163.0","293573.125","92100.664"
"163.0","293557.642","92021.794"
"164.0","293634.585","92202.277"
"164.0","293588.78587676305","92126.55642874261"
"165.0","293811.7702832628","92142.52610119549"
"165.0","293788.967","92147.628"
"166.0","293847.24866044027","92130.83496678108"
"166.0","293832.0","92138.0"
"166.0","293811.7702832628","92142.52610119549"
"167.0","293994.326","92036.078"
"167.0","293965.0","92069.0"
"167.0","293915.0","92099.0"
"167.0","293847.24866044027","92130.83496678108"
"168.0","293797.0","92174.0"
"168.0","293918.52249276446","92147.82592463534"
"169.0","293918.52249276446","92147.82592463534"
"169.0","293992.0","92132.0"
"169.0","293992.25969372713","92132.24788946683"
"170.0","293992.25969372713","92132.24788946683"
"170.0","294036.0","92174.0"
"170.0","294039.0","92220.0"
"171.0","293795.0","92264.0"
"171.0","293918.0","92229.0"
"171.0","293936.0622540009","92227.65652656191"
"172.0","293936.0622540009","92227.65652656191"
"172.0","294039.0","92220.0"
"173.0","291730.02831","93109.53838"
"173.0","291755.0","93111.0"
"173.0","291808.0","93113.0"
"173.0","291937.9815897463","93138.72552297062"
"174.0","291965.4114394081","93144.15434738285"
"174.0","292000.0","93151.0"
"174.0","292071.0","93158.0"
"175.0","291937.9815897463","93138.72552297062"
"175.0","291965.4114394081","93144.15434738285"
"176.0","292071.0","93158.0"
"176.0","292094.0","93187.0"
"176.0","292141.0","93220.0"
"176.0","292178.523112812","93239.13678753414"
"177.0","292178.523112812","93239.13678753414"
"177.0","292241.0","93271.0"
"178.0","294397.2733925615","94673.55788597412"
"178.0","294435.0","94649.0"
"178.0","294483.0","94584.0"
"178.0","294499.0","94551.0"
"178.0","294522.97610526957","94451.54356332627"
"179.0","294320.0","94741.0"
"179.0","294329.0","94718.0"
"179.0","294397.2733925615","94673.55788597412"
"180.0","294522.97610526957","94451.54356332627"
"180.0","294526.0","94439.0"
"180.0","294541.0","94424.0"
"181.0","294861.9792058808","94454.72469911202"
"181.0","294804.0","94446.0"
"182.0","294989.9848017191","94473.98695514639"
"182.0","294861.9792058808","94454.72469911202"
"183.0","294691.342","94410.238"
"183.0","294701.0","94394.0"
"183.0","294702.9879041235","94382.9836979824"
"184.0","294702.9879041235","94382.9836979824"
"184.0","294725.0","94261.0"
"184.0","294760.48783665197","94118.087286653"
"185.0","294760.48783665197","94118.087286653"
"185.0","294780.334","94038.165"
"186.0","292294.0","93760.0"
"186.0","292179.2042455023","93826.96419012365"
"187.0","292005.2797646098","93957.39943373481"
"187.0","292001.014","93958.338"
"187.0","291996.76564","93956.11828"
"188.0","292179.2042455023","93826.96419012365"
"188.0","292174.0","93830.0"
"188.0","292086.5520671333","93911.8956831609"
"189.0","292086.5520671333","93911.8956831609"
"189.0","292048.0","93948.0"
"189.0","292005.2797646098","93957.39943373481"
"190.0","292902.0","90035.0"
"190.0","292882.0","90066.0"
"190.0","292833.0","90119.0"
"190.0","292799.0","90142.0"
"190.0","292741.90303","90167.22002"
"190.0","292700.0","90182.0"
"190.0","292666.0","90172.0"
"190.0","292659.0","90158.0"
"190.0","292651.0","90083.0"
"190.0","292635.0","90037.0"
"191.0","294068.7358915679","91203.56373203015"
"191.0","294086.0","91225.0"
"191.0","294082.0","91265.0"
"192.0","293966.0","91076.0"
"192.0","294068.7358915679","91203.56373203015"
"193.0","293504.0","93875.0"
"193.0","293370.91242657485","93871.7085654288"
"194.0","293264.26329694263","93869.07098910798"
"194.0","293110.653","93865.272"
"194.0","293096.00336","93863.72476"
"194.0","293084.53182","93860.57233"
"195.0","293370.91242657485","93871.7085654288"
"195.0","293264.26329694263","93869.07098910798"
"196.0","293547.279","93457.088"
"196.0","293447.98545045115","93445.47592004469"
"197.0","293447.98545045115","93445.47592004469"
"197.0","293290.0","93427.0"
"198.0","290940.6616563196","94974.28061492846"
"198.0","290943.48","94965.912"
"198.0","290948.778","94948.945"
"198.0","290954.0","94930.0"
"199.0","291492.0","94804.0"
"199.0","291483.0","94844.0"
"199.0","291484.0","94877.0"
"199.0","291490.3142115756","94896.64421379085"
"200.0","291490.3142115756","94896.64421379085"
"200.0","291493.0","94905.0"
"200.0","291538.861815516","94974.28061492846"
"201.0","291492.0","94804.0"
"201.0","291457.063","94764.206"
"201.0","291440.0","94755.0"
"201.0","291425.0","94756.0"
"201.0","291409.0","94767.0"
"201.0","291400.0","94801.0"
"201.0","291397.0","94865.0"
"201.0","291409.0","94932.0"
"201.0","291431.2768831343","94974.28061492846"
"202.0","292342.0","94409.0"
"202.0","292331.0","94484.0"
"202.0","292281.0","94554.0"
"202.0","292230.9251728696","94653.18667681604"
"203.0","292230.9251728696","94653.18667681604"
"203.0","292229.0","94657.0"
"204.0","293900.80822642444","93489.9551034453"
"204.0","293773.322","93470.276"
"205.0","293996.506","93511.83"
"205.0","293932.402","93494.832"
"205.0","293900.80822642444","93489.9551034453"
"206.0","291501.3177631673","93988.16050685501"
"206.0","291511.83543","94011.73459"
"206.0","291516.44792","94022.07292"
"206.0","291524.0","94039.0"
"207.0","291570.0","93786.0"
"207.0","291521.03311303223","93908.7436633325"
"208.0","291521.03311303223","93908.7436633325"
"208.0","291495.0","93974.0"
"208.0","291498.73795","93982.37816"
"208.0","291500.8601","93987.13471"
"208.0","291501.3177631673","93988.16050685501"
"209.0","291138.1040766254","94575.59684452877"
"209.0","291150.904","94580.58"
"210.0","291119.677","94411.85800000001"
"210.0","291117.051","94421.418"
"210.0","291129.621","94443.697"
"210.0","291118.028","94567.781"
"210.0","291138.1040766254","94575.59684452877"
"211.0","291064.4903372308","94395.31499253045"
"211.0","291064.599","94394.936"
"212.0","291034.77316464996","94498.96214341305"
"212.0","291064.4903372308","94395.31499253045"
"213.0","290989.0","94696.0"
"213.0","291021.0","94547.0"
"213.0","291034.77316464996","94498.96214341305"
"214.0","294827.0","93617.0"
"214.0","294906.0","93615.0"
"214.0","294975.0","93622.0"
"214.0","294989.9848017191","93615.69060980249"
"215.0","294989.9848017191","93692.39677365798"
"215.0","294946.559","93757.171"
"216.0","291959.485","93444.125"
"216.0","292008.0","93357.0"
"216.0","292012.03245438985","93343.28965507455"
"217.0","292012.03245438985","93343.28965507455"
