"shapeid","x","y","best_server"
"4260.0","291616.0","91349.0","13"
"4260.0","291632.0034404963","91326.25826876845","13"
"4277.0","291256.313","91979.364","15"
"4277.0","291316.0","91942.0","15"
"4277.0","291323.0739758016","91933.7470282315","15"
"4278.0","291323.0739758016","91933.7470282315","15"
"4278.0","291334.0","91921.0","15"
"4304.0","291334.3119041601","91509.00655995101","6"
"4304.0","291367.0","91499.0","20"
"4305.0","291318.0","91514.0","6"
"4305.0","291334.3119041601","91509.00655995101","6"
"4318.0","291821.7658516402","91901.65869900097","14"
"4318.0","291813.563","91889.702","14"
"4319.0","291870.38881316094","91925.27530351485","9"
"4319.0","291822.0","91902.0","14"
"4319.0","291821.7658516402","91901.65869900097","14"
"4320.0","291885.467","91932.528","9"
"4320.0","291870.38881316094","91925.27530351485","9"
"4380.0","291254.0","91319.0","6"
"4380.0","291236.0","91318.0","6"
"4380.0","291223.0","91279.0","6"
"4380.0","291252.0","91264.0","6"
"4380.0","291269.0","91301.0","6"
"4380.0","291265.0","91313.0","6"
"4380.0","291254.0","91319.0","6"
"4411.0","291958.0","91574.0","5"
"4411.0","291921.0","91581.0","8"
"4411.0","291919.7216137802","91581.42612873993","8"
"4412.0","291919.7216137802","91581.42612873993","8"
"4412.0","291915.0","91583.0","8"
"4426.0","291001.0","91450.0",""
"4466.0","291600.266","91722.034","20"
"4466.0","291620.0","91718.0","20"
"4466.0","291646.925","91698.48300000001","20"
"4485.0","291635.0","91227.0","13"
"4485.0","291610.7550068427","91247.55051800949","1"
"4486.0","291610.7550068427","91247.55051800949","1"
"4486.0","291530.0","91316.0","1"
"4528.0","291105.505","91764.728","4"
"4528.0","291127.513","91735.863","4"
"4531.0","291388.0","91458.0","20"
"4531.0","291378.4633812719","91461.17887290935","20"
"4531.1","291359.4732069371","91477.17230011756","20"
"4531.1","291367.0","91499.0","20"
"4532.0","291378.4633812719","91461.17887290935","20"
"4532.0","291366.046","91465.318","20"
"4532.0","291357.0","91470.0","20"
"4532.0","291359.4732069371","91477.17230011756","20"
"4545.0","291370.5322183208","91873.00551827304","11"
"4545.0","291369.0","91872.0","11"
"4546.0","291411.0","91881.0","11"
"4546.0","291401.0","91893.0","11"
"4546.0","291370.5322183208","91873.00551827304","11"
"4547.0","291369.0","91872.0","11"
"4547.0","291330.0","91845.0","11"
"4591.0","291858.70623957063","91783.47628621088","14"
"4591.0","291851.55","91784.938","14"
"4592.0","291894.942","91795.632","14"
"4592.0","291873.63","91780.428","14"
"4592.0","291858.70623957063","91783.47628621088","14"
"4593.0","291894.942","91795.632","14"
"4593.0","291888.595","91803.803","14"
"4593.0","291872.081","91824.458","14"
"4672.0","291853.0","91222.0","13"
"4672.0","291853.649","91208.537","13"
"4672.0","291847.136","91206.768","13"
"4672.0","291853.0","91222.0","13"
"4689.0","291872.081","91824.458","14"
"4689.0","291855.054","91845.712","14"
